,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
4157,-126063,,,3.36,,,,,,,,,,,
4158,-126074,276.03,,,,,,,,,,,,,
4159,-126097,,,3.97,,,,,,,,,,,
4160,-126130,,,3.2,,,,,,,,,,,
4161,-126163,,,3.47,,,,,,,,,,,
4162,-126197,,,3.26,,,,,,,,,,,
4163,-126222,280.72,,,,,,,,,,,,,
4164,-126232,,,4.38,,,,,,,,,,,
4165,-126266,,,2.56,,,,,,,,,,,
4166,-126300,,,4.79,,,,,,,,,,,
4167,-126335,,,4.0,,,,,,,,,,,
4168,-126368,,,2.9,,,,,,,,,,,
4169,-126399,,,4.08,,,,,,,,,,,
4170,-126431,,,3.46,,,,,,,,,,,
4171,-126462,,,4.79,,,,,,,,,,,
4172,-126493,,,4.71,,,,,,,,,,,
4173,-126516,285.76,,,,,,,,,,,,,
4174,-126525,,,4.06,,,,,,,,,,,
4175,-126556,,,4.86,,,,,,,,,,,
4176,-126588,,,3.84,,,,,,,,,,,
4177,-126618,,,3.1,,,,,,,,,,,
4178,-126649,,,3.66,,,,,,,,,,,
4179,-126681,,,4.84,,,,,,,,,,,
4180,-126713,,,5.46,,,,,,,,,,,
4181,-126744,,,3.96,,,,,,,,,,,
4182,-126777,,,3.34,,,,,,,,,,,
4183,-126809,,,4.3,,,,,,,,,,,
4184,-126842,,,4.59,,,,,,,,,,,
4185,-126873,,,4.51,,,,,,,,,,,
4186,-126905,,,3.16,,,,,,,,,,,
4187,-126928,271.08,,,,,,,,,,,,,
4188,-126940,,,3.79,,,,,,,,,,,
4189,-126972,,,3.88,,,,,,,,,,,
4190,-127006,,,2.35,,,,,,,,,,,
4191,-127041,,,3.52,,,,,,,,,,,
4192,-127075,,,3.66,,,,,,,,,,,
4193,-127108,,,4.61,,,,,,,,,,,
4194,-127128,268.44,,,,,,,,,,,,,
4195,-127141,,,3.38,,,,,,,,,,,
4196,-127175,,,3.12,,,,,,,,,,,
4197,-127209,,,4.09,,,,,,,,,,,
4198,-127242,,,3.8,,,,,,,,,,,
4199,-127274,,,3.77,,,,,,,,,,,
4200,-127306,,,4.56,,,,,,,,,,,
4201,-127337,,,2.65,,,,,,,,,,,
4202,-127373,,,2.98,,,,,,,,,,,
4203,-127409,,,2.88,,,,,,,,,,,
4204,-127444,,,4.35,,,,,,,,,,,
4205,-127476,,,3.44,,,,,,,,,,,
4206,-127509,,,3.06,,,,,,,,,,,
4207,-127543,,,3.77,,,,,,,,,,,
4208,-127576,,,3.26,,,,,,,,,,,
4209,-127610,,,3.32,,,,,,,,,,,
4210,-127644,,,3.46,,,,,,,,,,,
4211,-127678,,,3.37,,,,,,,,,,,
4212,-127705,260.61,,,,,,,,,,,,,
4213,-127712,,,3.08,,,,,,,,,,,
4214,-127747,,,1.93,,,,,,,,,,,
4215,-127785,,,2.42,,,,,,,,,,,
4216,-127820,,,3.7,,,,,,,,,,,
4217,-127855,,,3.31,,,,,,,,,,,
4218,-127888,,,2.92,,,,,,,,,,,
4219,-127923,,,3.08,,,,,,,,,,,
4220,-127958,,,3.35,,,,,,,,,,,
4221,-127992,,,2.31,,,,,,,,,,,
4222,-128028,,,2.72,,,,,,,,,,,
4223,-128064,,,2.91,,,,,,,,,,,
4224,-128099,,,3.39,,,,,,,,,,,
4225,-128134,,,1.57,,,,,,,,,,,
4226,-128172,,,2.12,,,,,,,,,,,
4227,-128209,,,2.82,,,,,,,,,,,
4228,-128244,,,2.19,,,,,,,,,,,
4229,-128282,,,1.91,,,,,,,,,,,
4230,-128319,,,2.61,,,,,,,,,,,
4231,-128356,,,2.75,,,,,,,,,,,
4232,-128391,,,1.67,,,,,,,,,,,
4233,-128423,251.84,,,,,,,,,,,,,
4234,-128430,,,1.64,,,,,,,,,,,
4235,-128468,,,3.25,,,,,,,,,,,
4236,-128506,,,0.77,,,,,,,,,,,
4237,-128546,,,1.14,,,,,,,,,,,
4238,-128587,,,2.15,,,,,,,,,,,
4239,-128626,,,1.55,,,,,,,,,,,
4240,-128665,,,1.34,,,,,,,,,,,
4241,-128705,,,0.89,,,,,,,,,,,
4242,-128747,,,1.04,,,,,,,,,,,
4243,-128789,,,1.0,,,,,,,,,,,
4244,-128830,,,0.81,,,,,,,,,,,
4245,-128868,250.84,,,,,,,,,,,,,
4246,-128873,,,0.9,,,,,,,,,,,
4247,-128916,,,-0.18,,,,,,,,,,,
4248,-128960,,,0.42,,,,,,,,,,,
4249,-129005,,,0.63,,,,,,,,,,,
4250,-129048,,,0.46,,,,,,,,,,,
4251,-129092,,,0.4,,,,,,,,,,,
4252,-129136,,,0.77,,,,,,,,,,,
4253,-129170,,620.0,,,,,,,,,,,,
4254,-129179,,,0.35,,,,,,,,,,,
4255,-129223,,,-0.32,,,,,,,,,,,
4256,-129269,,,0.4,,,,,,,,,,,
4257,-129314,,,0.49,,,,,,,,,,,
4258,-129359,,,0.07,,,,,,,,,,,
4259,-129372,241.13,,,,,,,,,,,,,
4260,-129403,,,0.75,,,,,,,,,,,
4261,-129447,,,-0.23,,,,,,,,,,,
4262,-129493,,,-0.12,,,,,,,,,,,
4263,-129539,,,-1.67,,,,,,,,,,,
4264,-129592,,,-1.17,,,,,,,,,,,
4265,-129643,,,-0.69,,,,,,,,,,,
4266,-129692,,,-1.13,,,,,,,,,,,
4267,-129742,,,-1.09,,,,,,,,,,,
4268,-129793,,,-1.59,,,,,,,,,,,
4269,-129845,,,-1.52,,,,,,,,,,,
4270,-129898,,,-1.76,,,,,,,,,,,
4271,-129952,,,-1.78,,,,,,,,,,,
4272,-130005,,,-1.38,,,,,,,,,,,
4273,-130026,232.28,,,,,,,,,,,,,
4274,-130059,,,-2.85,,,,,,,,,,,
4275,-130116,,,-2.6,,,,,,,,,,,
4276,-130174,,,-1.52,,,,,,,,,,,
4277,-130227,,,-1.66,,,,,,,,,,,
4278,-130280,,,-1.33,,,,,,,,,,,
4279,-130332,,,-2.1,,,,,,,,,,,
4280,-130387,,,-2.32,,,,,,,,,,,
4281,-130444,,,-2.28,,,,,,,,,,,
4282,-130461,,650.0,,,,,,,,,,,,
4283,-130500,,,-3.15,,,,,,,,,,,
4284,-130557,,,-2.13,,,,,,,,,,,
4285,-130614,,,-3.14,,,,,,,,,,,
4286,-130674,,,-3.27,,,,,,,,,,,
4287,-130738,,,-2.73,,,,,,,,,,,
4288,-130759,228.0,,,,,,,,,,,,,
4289,-130797,,,-3.46,,,,,,,,,,,
4290,-130838,,637.0,,,,,,,,,,,,
4291,-130859,,,-3.27,,,,,,,,,,,
4292,-130922,,,-3.74,,,,,,,,,,,
4293,-130981,224.63,,,,,,,,,,,,,
4294,-130986,,,-3.55,,,,,,,,,,,
4295,-131050,,,-4.35,,,,,,,,,,,
4296,-131118,,,-4.13,,,,,,,,,,,
4297,-131184,,,-3.03,,,,,,,,,,,
4298,-131245,,,-3.21,,,,,,,,,,,
4299,-131309,,,-4.71,,,,,,,,,,,
4300,-131378,,,-4.68,,,,,,,,,,,
4301,-131448,,,-3.57,,,,,,,,,,,
4302,-131512,,,-2.99,,,,,,,,,,,
4303,-131575,,,-3.7,,,,,,,,,,,
4304,-131639,,,-4.48,,,,,,,,,,,
4305,-131708,,,-4.8,,,,,,,,,,,
4306,-131729,,694.0,,,,,,,,,,,,
4307,-131780,,,-5.32,,,,,,,,,,,
4308,-131825,222.74,,,,,,,,,,,,,
4309,-131853,,,-3.66,,,,,,,,,,,
4310,-131920,,,-5.02,,,,,,,,,,,
4311,-131992,,,-4.84,,,,,,,,,,,
4312,-132064,,,-5.18,,,,,,,,,,,
4313,-132138,,,-5.7,,,,,,,,,,,
4314,-132186,,688.0,,,,,,,,,,,,
4315,-132214,,,-4.65,,,,,,,,,,,
4316,-132286,,,-5.61,,,,,,,,,,,
4317,-132363,,,-5.48,,,,,,,,,,,
4318,-132440,,,-5.47,,,,,,,,,,,
4319,-132517,,,-5.89,,,,,,,,,,,
4320,-132572,212.43,,,,,,,,,,,,,
4321,-132596,,,-5.79,,,,,,,,,,,
4322,-132674,,,-5.76,,,,,,,,,,,
4323,-132754,,,-6.31,,,,,,,,,,,
4324,-132772,,536.0,,,,,,,,,,,,
4325,-132836,,,-6.07,,,,,,,,,,,
4326,-132917,,,-6.29,,,,,,,,,,,
4327,-133000,,,-6.88,,,,,,,,,,,
4328,-133087,,,-8.34,,,,,,,,,,,
4329,-133175,,,-6.99,,,,,,,,,,,
4330,-133264,,,-7.66,,,,,,,,,,,
4331,-133357,,,-7.77,,,,,,,,,,,
4332,-133452,,,-7.73,,,,,,,,,,,
4333,-133547,,,-7.8,,,,,,,,,,,
4334,-133643,,,-7.15,,,,,,,,,,,
4335,-133742,,,-6.83,,,,,,,,,,,
4336,-133830,,,-8.01,,,,,,,,,,,
4337,-133926,,,-7.47,,,,,,,,,,,
4338,-134018,,,-6.54,,,,,,,,,,,
4339,-134106,,,-7.39,,,,,,,,,,,
4340,-134198,,,-8.39,,,,,,,,,,,
4341,-134298,,,-7.89,,,,,,,,,,,
4342,-134352,,526.0,,,,,,,,,,,,
4343,-134396,,,-8.48,,,,,,,,,,,
4344,-134498,,,-8.73,,,,,,,,,,,
4345,-134603,,,-8.77,,,,,,,,,,,
4346,-134615,203.74,,,,,,,,,,,,,
4347,-134707,,,-8.27,,,,,,,,,,,
4348,-134802,,,-8.51,,,,,,,,,,,
4349,-134904,,,-8.12,,,,,,,,,,,
4350,-135004,,,-8.46,,,,,,,,,,,
4351,-135106,,,-8.68,,,,,,,,,,,
4352,-135209,,,-7.44,,,,,,,,,,,
4353,-135304,,,-7.46,,,,,,,,,,,
4354,-135398,,,-8.28,,,,,,,,,,,
4355,-135498,,,-8.11,,,,,,,,,,,
4356,-135598,,,-7.77,,,,,,,,,,,
4357,-135697,,,-8.35,,,,,,,,,,,
4358,-135794,,,-8.59,,,,,,,,,,,
4359,-135813,199.18,,,,,,,,,,,,,
4360,-135898,,,-8.19,,,,,,,,,,,
4361,-135998,,,-7.77,,,,,,,,,,,
4362,-136097,,,-8.33,,,,,,,,,,,
4363,-136198,,,-8.06,,,,,,,,,,,
4364,-136298,,,-8.49,,,,,,,,,,,
4365,-136401,,,-8.53,,,,,,,,,,,
4366,-136504,,,-7.93,,,,,,,,,,,
4367,-136604,,,-8.85,,,,,,,,,,,
4368,-136710,,,-9.01,,,,,,,,,,,
4369,-136814,,,-8.78,,,,,,,,,,,
4370,-136848,,453.0,,,,,,,,,,,,
4371,-136884,198.55,,,,,,,,,,,,,
4372,-136921,,,-9.43,,,,,,,,,,,
4373,-137033,,,-9.07,,,,,,,,,,,
4374,-137143,,,-8.94,,,,,,,,,,,
4375,-137252,,,-9.32,,,,,,,,,,,
4376,-137361,,,-8.77,,,,,,,,,,,
4377,-137467,,,-8.54,,,,,,,,,,,
4378,-137572,,,-8.57,,,,,,,,,,,
4379,-137678,,,-8.85,,,,,,,,,,,
4380,-137785,,,-9.14,,,,,,,,,,,
4381,-137896,,,-8.48,,,,,,,,,,,
4382,-137999,192.75,,,,,,,,,,,,,
4383,-138001,,,-9.13,,,,,,,,,,,
4384,-138110,,,-8.01,,,,,,,,,,,
4385,-138213,,,-9.19,,,,,,,,,,,
4386,-138323,,,-9.11,,,,,,,,,,,
4387,-138434,,,-8.47,,,,,,,,,,,
4388,-138539,,,-8.22,,,,,,,,,,,
4389,-138641,,,-9.06,,,,,,,,,,,
4390,-138752,,,-8.67,,,,,,,,,,,
4391,-138859,,,-9.02,,,,,,,,,,,
4392,-138969,,,-9.13,,,,,,,,,,,
4393,-139081,,,-9.17,,,,,,,,,,,
4394,-139090,,431.0,,,,,,,,,,,,
4395,-139193,,,-8.76,,,,,,,,,,,
4396,-139301,,,-8.84,,,,,,,,,,,
4397,-139409,,,-8.38,,,,,,,,,,,
4398,-139515,,,-8.81,,,,,,,,,,,
4399,-139623,,,-9.33,,,,,,,,,,,
4400,-139737,,,-8.0,,,,,,,,,,,
4401,-139838,,,-7.95,,,,,,,,,,,
4402,-139938,,,-8.51,,,,,,,,,,,
4403,-140044,,,-7.82,,,,,,,,,,,
4404,-140144,,,-8.42,,,,,,,,,,,
4405,-140249,,,-8.78,,,,,,,,,,,
4406,-140358,,,-9.29,,,,,,,,,,,
4407,-140410,196.51,,,,,,,,,,,,,
4408,-140471,,,-8.61,,,,,,,,,,,
4409,-140579,,,-8.71,,,,,,,,,,,
4410,-140687,,,-8.15,,,,,,,,,,,
4411,-140790,,399.0,-8.27,,,,,,,,,,,
4412,-140893,,,-7.66,,,,,,,,,,,
4413,-140992,,,-8.23,,,,,,,,,,,
4414,-141096,,,-8.91,,,,,,,,,,,
4415,-141206,,,-8.84,,,,,,,,,,,
4416,-141316,,,-9.04,,,,,,,,,,,
4417,-141427,,,-8.04,,,,,,,,,,,
4418,-141530,,,-7.5,,,,,,,,,,,
4419,-141628,,,-8.51,,,,,,,,,,,
4420,-141701,194.59,,,,,,,,,,,,,
4421,-141734,,,-9.1,,,,,,,,,,,
4422,-141847,,,-8.35,,,,,,,,,,,
4423,-141953,,,-9.09,,,,,,,,,,,
4424,-142030,,352.0,,,,,,,,,,,,
4425,-142066,,,-8.87,,,,,,,,,,,
4426,-142176,,,-8.07,,,,,,,,,,,
4427,-142279,,,-7.64,,,,,,,,,,,
4428,-142379,,,-8.3,,,,,,,,,,,
4429,-142483,,,-8.34,,,,,,,,,,,
4430,-142589,,,-8.47,,,,,,,,,,,
4431,-142696,,,-7.93,,,,,,,,,,,
4432,-142798,,,-8.47,,,,,,,,,,,
4433,-142849,196.02,,,,,,,,,,,,,
4434,-142905,,,-8.27,,,,,,,,,,,
4435,-142947,,357.0,,,,,,,,,,,,
4436,-143010,,,-7.91,,,,,,,,,,,
4437,-143113,,,-8.96,,,,,,,,,,,
4438,-143223,,,-8.22,,,,,,,,,,,
4439,-143329,,,-8.1,,,,,,,,,,,
4440,-143433,,,-7.92,,,,,,,,,,,
4441,-143535,,,-8.99,,,,,,,,,,,
4442,-143647,,,-8.39,,,,,,,,,,,
4443,-143755,,,-8.8,,,,,,,,,,,
4444,-143866,,,-9.29,,,,,,,,,,,
4445,-143919,,374.0,,,,,,,,,,,,
4446,-143982,,,-8.82,,,,,,,,,,,
4447,-144093,,,-7.38,,,,,,,,,,,
4448,-144158,193.59,,,,,,,,,,,,,
4449,-144191,,,-8.09,,,,,,,,,,,
4450,-144295,,,-8.48,,,,,,,,,,,
4451,-144389,,377.0,,,,,,,,,,,,
4452,-144403,,,-8.33,,,,,,,,,,,
4453,-144510,,,-7.97,,,,,,,,,,,
4454,-144613,,,-8.18,,,,,,,,,,,
4455,-144715,,,-6.82,,,,,,,,,,,
4456,-144804,,,-8.33,,,,,,,,,,,
4457,-144908,,,-7.65,,,,,,,,,,,
4458,-145009,,,-7.9,,,,,,,,,,,
4459,-145111,,,-7.54,,,,,,,,,,,
4460,-145211,,,-8.26,,,,,,,,,,,
4461,-145317,,,-8.62,,,,,,,,,,,
4462,-145427,,,-8.78,,,,,,,,,,,
4463,-145535,,348.0,,,,,,,,,,,,
4464,-145538,,,-8.87,,,,,,,,,,,
4465,-145651,,,-8.49,,,,,,,,,,,
4466,-145761,,,-8.8,,,,,,,,,,,
4467,-145872,,,-8.07,,,,,,,,,,,
4468,-145977,,,-7.33,,,,,,,,,,,
4469,-146074,,339.0,,,,,,,,,,,,
4470,-146075,,,-7.35,,,,,,,,,,,
4471,-146174,,,-8.2,,,,,,,,,,,
4472,-146278,,,-7.66,,,,,,,,,,,
4473,-146283,195.81,,,,,,,,,,,,,
4474,-146378,,,-7.15,,,,,,,,,,,
4475,-146475,,,-7.94,,,,,,,,,,,
4476,-146578,,,-8.15,,,,,,,,,,,
4477,-146684,,,-8.38,,,,,,,,,,,
4478,-146792,,,-8.31,,,,,,,,,,,
4479,-146899,,,-7.65,,,,,,,,,,,
4480,-147001,,,-8.14,,,,,,,,,,,
4481,-147107,,,-8.31,,,,,,,,,,,
4482,-147180,,318.0,,,,,,,,,,,,
4483,-147214,,,-8.09,,,,,,,,,,,
4484,-147321,,,-8.49,,,,,,,,,,,
4485,-147430,,,-7.86,,,,,,,,,,,
4486,-147516,201.78,,,,,,,,,,,,,
4487,-147534,,,-7.86,,,,,,,,,,,
4488,-147637,,,-6.91,,,,,,,,,,,
4489,-147732,,,-7.84,,,,,,,,,,,
4490,-147835,,,-6.92,,,,,,,,,,,
4491,-147930,,,-7.14,,,,,,,,,,,
4492,-148027,,,-7.0,,,,,,,,,,,
4493,-148123,,,-6.96,,,,,,,,,,,
4494,-148218,,,-6.92,,,,,,,,,,,
4495,-148313,,,-7.17,,,,,,,,,,,
4496,-148410,,,-7.04,,,,,,,,,,,
4497,-148507,,,-7.55,,,,,,,,,,,
4498,-148607,,,-7.55,,,,,,,,,,,
4499,-148644,202.51,,,,,,,,,,,,,
4500,-148708,,,-7.31,,,,,,,,,,,
4501,-148807,,,-7.53,,,,,,,,,,,
4502,-148908,,,-7.43,,,,,,,,,,,
4503,-149008,,,-7.66,,,,,,,,,,,
4504,-149110,,,-7.77,,,,,,,,,,,
4505,-149213,,,-7.42,,,,,,,,,,,
4506,-149314,,,-7.16,,,,,,,,,,,
4507,-149413,,,-8.11,,,,,,,,,,,
4508,-149494,202.35,,,,,,,,,,,,,
4509,-149517,,,-7.01,,,,,,,,,,,
4510,-149616,,,-7.6,,,,,,,,,,,
4511,-149650,,319.0,,,,,,,,,,,,
4512,-149717,,,-7.7,,,,,,,,,,,
4513,-149820,,,-7.65,,,,,,,,,,,
4514,-149923,,,-7.76,,,,,,,,,,,
4515,-150027,,,-7.81,,,,,,,,,,,
4516,-150131,,,-7.93,,,,,,,,,,,
4517,-150236,,,-7.61,,,,,,,,,,,
4518,-150339,,,-7.43,,,,,,,,,,,
4519,-150440,,,-7.66,,,,,,,,,,,
4520,-150543,,,-7.4,,,,,,,,,,,
4521,-150644,,,-7.17,,,,,,,,,,,
4522,-150740,,,-7.45,,,,,,,,,,,
4523,-150841,,,-8.14,,,,,,,,,,,
4524,-150948,,,-7.83,,,,,,,,,,,
4525,-151042,,,-7.88,,,,,,,,,,,
4526,-151147,,,-7.88,,,,,,,,,,,
4527,-151253,,,-8.07,,,,,,,,,,,
4528,-151361,,,-8.65,,,,,,,,,,,
4529,-151473,,,-7.91,,,,,,,,,,,
4530,-151580,,,-7.89,,,,,,,,,,,
4531,-151663,,345.0,,,,,,,,,,,,
4532,-151686,,,-7.64,,,,,,,,,,,
4533,-151792,,,-7.97,,,,,,,,,,,
4534,-151824,198.78,,,,,,,,,,,,,
4535,-151899,,,-8.36,,,,,,,,,,,
4536,-152011,,,-9.1,,,,,,,,,,,
4537,-152129,,,-9.0,,,,,,,,,,,
4538,-152247,,,-8.03,,,,,,,,,,,
4539,-152355,,,-8.19,,,,,,,,,,,
4540,-152465,,,-8.43,,,,,,,,,,,
4541,-152577,,,-8.63,,,,,,,,,,,
4542,-152692,,,-9.28,,,,,,,,,,,
4543,-152813,,,-9.03,,,,,,,,,,,
4544,-152932,,,-8.72,,,,,,,,,,,
4545,-152939,196.3,,,,,,,,,,,,,
4546,-153048,,,-9.09,,,,,,,,,,,
4547,-153168,,,-8.93,,,,,,,,,,,
4548,-153286,,,-8.48,,,,,,,,,,,
4549,-153399,,,-8.53,,,,,,,,,,,
4550,-153514,,,-9.25,,,,,,,,,,,
4551,-153635,,,-8.36,,,,,,,,,,,
4552,-153748,,,-8.38,,,,,,,,,,,
4553,-153860,,,-8.62,,,,,,,,,,,
4554,-153975,,,-8.99,,,,,,,,,,,
4555,-154095,,,-9.92,,,,,,,,,,,
4556,-154225,,,-10.03,,,,,,,,,,,
4557,-154356,189.38,,,,,,,,,,,,,
4558,-154357,,,-9.58,,,,,,,,,,,
4559,-154487,,,-8.78,,,,,,,,,,,
4560,-154604,,,-8.96,,,,,,,,,,,
4561,-154724,,,-9.61,,,,,,,,,,,
4562,-154850,,,-8.53,,,,,,,,,,,
4563,-154966,,,-8.94,,,,,,,,,,,
4564,-155082,,,-8.77,,,,,,,,,,,
4565,-155200,,,-8.64,,,,,,,,,,,
4566,-155317,,,-9.52,,,,,,,,,,,
4567,-155340,,355.0,,,,,,,,,,,,
4568,-155442,,,-9.16,,,,,,,,,,,
4569,-155564,,,-8.27,,,,,,,,,,,
4570,-155678,,,-8.41,,,,,,,,,,,
4571,-155792,,,-8.82,,,,,,,,,,,
4572,-155906,,,-8.48,,,,,,,,,,,
4573,-156022,,,-9.04,,,,,,,,,,,
4574,-156142,,,-8.95,,,,,,,,,,,
4575,-156243,,,-9.02,,,,,,,,,,,
4576,-156343,,,-9.73,,,,,,,,,,,
4577,-156447,,,-9.07,,,,,,,,,,,
4578,-156547,,,-8.11,,,,,,,,,,,
4579,-156658,,,-7.92,,,,,,,,,,,
4580,-156716,189.0,,,,,,,,,,,,,
4581,-156763,,,-7.57,,,,,,,,,,,
4582,-156864,,,-7.29,,,,,,,,,,,
4583,-156962,,,-6.06,,,,,,,,,,,
4584,-157061,,,-6.52,,,,,,,,,,,
4585,-157155,,,-5.74,,,,,,,,,,,
4586,-157251,,,-6.86,,,,,,,,,,,
4587,-157349,,,-7.49,,,,,,,,,,,
4588,-157437,,,-6.99,,,,,,,,,,,
4589,-157541,,,-6.93,,,,,,,,,,,
4590,-157639,,,-7.3,,,,,,,,,,,
4591,-157742,,,-7.38,,,,,,,,,,,
4592,-157766,185.5,,,,,,,,,,,,,
4593,-157846,,,-7.58,,,,,,,,,,,
4594,-157948,,,-7.96,,,,,,,,,,,
4595,-158053,,,-7.46,,,,,,,,,,,
4596,-158157,,,-7.47,,,,,,,,,,,
4597,-158204,187.5,,,,,,,,,,,,,
4598,-158259,,,-7.39,,,,,,,,,,,
4599,-158374,,,-7.7,,,,,,,,,,,
4600,-158483,,,-7.57,,,,,,,,,,,
4601,-158590,,,-7.57,,,,,,,,,,,
4602,-158694,,,-8.17,,,,,,,,,,,
4603,-158807,,,-8.02,,,,,,,,,,,
4604,-158918,,,-8.1,,,,,,,,,,,
4605,-159031,,,-8.23,,,,,,,,,,,
4606,-159148,,,-8.0,,,,,,,,,,,
4607,-159261,,,-9.04,,,,,,,,,,,
4608,-159380,,,-8.87,,,,,,,,,,,
4609,-159494,,,-8.13,,,,,,,,,,,
4610,-159609,,,-7.24,,,,,,,,,,,
4611,-159713,,,-6.93,,,,,,,,,,,
4612,-159814,,,-7.54,,,,,,,,,,,
4613,-159927,,,-6.73,,,,,,,,,,,
4614,-160025,,,-6.62,,,,,,,,,,,
4615,-160127,,,-6.39,,,,,,,,,,,
4616,-160228,,,-6.47,,,,,,,,,,,
4617,-160328,,,-6.21,,,,,,,,,,,
4618,-160426,,,-6.91,,,,,,,,,,,
4619,-160526,,,-6.17,,,,,,,,,,,
4620,-160620,,,-7.32,,,,,,,,,,,
4621,-160722,,,-7.82,,,,,,,,,,,
4622,-160825,,,-6.83,,,,,,,,,,,
4623,-160928,,,-6.97,,,,,,,,,,,
4624,-161030,,,-6.88,,,,,,,,,,,
4625,-161131,,,-6.92,,,,,,,,,,,
4626,-161233,,,-7.45,,,,,,,,,,,
4627,-161340,,,-7.12,,,,,,,,,,,
4628,-161444,,,-8.58,,,,,,,,,,,
4629,-161556,,,-8.52,,,,,,,,,,,
4630,-161673,,,-7.4,,,,,,,,,,,
4631,-161781,,,-7.12,,,,,,,,,,,
4632,-161886,,,-8.4,,,,,,,,,,,
4633,-161908,204.3,,,,,,,,,,,,,
4634,-162003,,,-9.28,,,,,,,,,,,
4635,-162125,,,-8.93,,,,,,,,,,,
4636,-162248,,,-9.49,,,,,,,,,,,
4637,-162378,,,-9.12,,,,,,,,,,,
4638,-162384,196.5,,,,,,,,,,,,,
4639,-162504,,,-8.38,,,,,,,,,,,
4640,-162622,,,-8.62,,,,,,,,,,,
4641,-162743,,,-8.75,,,,,,,,,,,
4642,-162864,,,-8.54,,,,,,,,,,,
4643,-162984,,,-8.25,,,,,,,,,,,
4644,-163101,,,-9.19,,,,,,,,,,,
4645,-163227,,,-8.92,,,,,,,,,,,
4646,-163348,,,-8.64,,,,,,,,,,,
4647,-163468,,,-7.77,,,,,,,,,,,
4648,-163580,,,-8.19,,,,,,,,,,,
4649,-163697,,,-8.73,,,,,,,,,,,
4650,-163818,,,-8.39,,,,,,,,,,,
4651,-163937,,,-8.19,,,,,,,,,,,
4652,-164053,,,-8.0,,,,,,,,,,,
4653,-164169,,,-9.08,,,,,,,,,,,
4654,-164193,191.6,,,,,,,,,,,,,
4655,-164295,,,-8.54,,,,,,,,,,,
4656,-164409,,,-8.15,,,,,,,,,,,
4657,-164524,,,-7.63,,,,,,,,,,,
4658,-164636,,,-8.6,,,,,,,,,,,
4659,-164756,,,-8.34,,,,,,,,,,,
4660,-164834,190.1,,,,,,,,,,,,,
4661,-164875,,,-8.88,,,,,,,,,,,
4662,-164992,,,-7.38,,,,,,,,,,,
4663,-165101,,,-7.61,,,,,,,,,,,
4664,-165211,,,-7.54,,,,,,,,,,,
4665,-165321,,,-7.56,,,,,,,,,,,
4666,-165431,,,-7.34,,,,,,,,,,,
4667,-165532,,,-6.98,,,,,,,,,,,
4668,-165637,,,-7.95,,,,,,,,,,,
4669,-165751,,,-7.41,,,,,,,,,,,
4670,-165860,,,-7.16,,,,,,,,,,,
4671,-165964,186.7,,,,,,,,,,,,,
4672,-165966,,,-6.32,,,,,,,,,,,
4673,-166066,,,-6.79,,,,,,,,,,,
4674,-166167,,,-6.06,,,,,,,,,,,
4675,-166264,,,-5.83,,,,,,,,,,,
4676,-166359,,,-6.76,,,,,,,,,,,
4677,-166464,,,-7.09,,,,,,,,,,,
4678,-166566,,,-6.46,,,,,,,,,,,
4679,-166667,,,-6.68,,,,,,,,,,,
4680,-166770,,,-8.14,,,,,,,,,,,
4681,-166795,183.8,,,,,,,,,,,,,
4682,-166881,,,-7.89,,,,,,,,,,,
4683,-166988,,,-6.46,,,,,,,,,,,
4684,-167088,,,-6.58,,,,,,,,,,,
4685,-167189,,,-6.49,,,,,,,,,,,
4686,-167290,,,-6.79,,,,,,,,,,,
4687,-167393,,,-7.53,,,,,,,,,,,
4688,-167504,,,-7.63,,,,,,,,,,,
4689,-167564,196.6,,,,,,,,,,,,,
4690,-167616,,,-7.54,,,,,,,,,,,
4691,-167726,,,-6.64,,,,,,,,,,,
4692,-167829,,,-6.59,,,,,,,,,,,
4693,-167931,,,-8.03,,,,,,,,,,,
4694,-168047,,,-7.65,,,,,,,,,,,
4695,-168160,,,-7.91,,,,,,,,,,,
4696,-168276,,,-8.13,,,,,,,,,,,
4697,-168394,,,-8.31,,,,,,,,,,,
4698,-168507,,,-8.12,,,,,,,,,,,
4699,-168620,,,-8.27,,,,,,,,,,,
4700,-168733,,,-8.12,,,,,,,,,,,
4701,-168850,,,-8.18,,,,,,,,,,,
4702,-168966,,,-8.44,,,,,,,,,,,
4703,-169086,,,-8.56,,,,,,,,,,,
4704,-169207,,,-8.13,,,,,,,,,,,
4705,-169326,,,-8.28,,,,,,,,,,,
4706,-169445,,,-7.4,,,,,,,,,,,
4707,-169556,,,-6.97,,,,,,,,,,,
4708,-169660,,,-6.55,,,,,,,,,,,
4709,-169762,,,-6.03,,,,,,,,,,,
4710,-169861,,,-6.64,,,,,,,,,,,
4711,-169962,,,-5.92,,,,,,,,,,,
4712,-169989,197.8,,,,,,,,,,,,,
4713,-170059,,,-5.84,,,,,,,,,,,
4714,-170156,,,-6.68,,,,,,,,,,,
