,Year,CO2 (ppmv),CH4 Concentration (PPBV),EDC_Temp,ML_CO2Mean,ML_CH4Mean,IrishMeanTempDegreesC,AnnualMean_AirTemp,AnnualAnomaly_AirTemp,AnnualMean_WaterTemp,AnnualAnomaly_WaterTemp,FiveYearMean_AirTemp,FiveYearAnomaly_AirTemp,FiveYearMean_WaterTemp,FiveYearAnomaly_WaterTemp
4715,-170259,,,-6.1,,,,,,,,,,,
4716,-170359,,,-7.1,,,,,,,,,,,
4717,-170465,,,-6.76,,,,,,,,,,,
4718,-170571,,,-7.45,,,,,,,,,,,
4719,-170682,,,-6.71,,,,,,,,,,,
4720,-170799,,,-7.46,,,,,,,,,,,
4721,-170912,,,-7.64,,,,,,,,,,,
4722,-171026,,,-8.46,,,,,,,,,,,
4723,-171148,,,-7.4,,,,,,,,,,,
4724,-171261,,,-8.14,,,,,,,,,,,
4725,-171379,,,-7.61,,,,,,,,,,,
4726,-171494,,,-8.17,,,,,,,,,,,
4727,-171615,,,-8.18,,,,,,,,,,,
4728,-171736,,,-8.7,,,,,,,,,,,
4729,-171862,,,-8.32,,,,,,,,,,,
4730,-171984,,,-8.07,,,,,,,,,,,
4731,-172103,,,-7.99,,,,,,,,,,,
4732,-172222,,,-8.12,,,,,,,,,,,
4733,-172342,,,-7.81,,,,,,,,,,,
4734,-172461,,,-8.38,,,,,,,,,,,
4735,-172492,197.7,,,,,,,,,,,,,
4736,-172579,,,-7.56,,,,,,,,,,,
4737,-172693,,,-7.98,,,,,,,,,,,
4738,-172811,,,-7.37,,,,,,,,,,,
4739,-172924,,,-7.87,,,,,,,,,,,
4740,-173041,,,-8.41,,,,,,,,,,,
4741,-173164,,,-7.46,,,,,,,,,,,
4742,-173278,,,-7.62,,,,,,,,,,,
4743,-173393,,,-7.95,,,,,,,,,,,
4744,-173512,,,-8.15,,,,,,,,,,,
4745,-173633,,,-8.89,,,,,,,,,,,
4746,-173763,,,-8.87,,,,,,,,,,,
4747,-173883,196.0,,,,,,,,,,,,,
4748,-173892,,,-9.23,,,,,,,,,,,
4749,-174026,,,-8.6,,,,,,,,,,,
4750,-174153,,,-8.53,,,,,,,,,,,
4751,-174280,,,-8.68,,,,,,,,,,,
4752,-174408,,,-8.87,,,,,,,,,,,
4753,-174538,,,-8.28,,,,,,,,,,,
4754,-174661,,,-8.28,,,,,,,,,,,
4755,-174778,,,-8.11,,,,,,,,,,,
4756,-174899,,,-6.94,,,,,,,,,,,
4757,-174903,190.3,,,,,,,,,,,,,
4758,-175008,,,-6.79,,,,,,,,,,,
4759,-175115,,,-5.61,,,,,,,,,,,
4760,-175216,,,-6.33,,,,,,,,,,,
4761,-175319,,,-6.84,,,,,,,,,,,
4762,-175426,,,-6.76,,,,,,,,,,,
4763,-175529,,,-6.61,,,,,,,,,,,
4764,-175583,189.4,,,,,,,,,,,,,
4765,-175635,,,-7.93,,,,,,,,,,,
4766,-175751,,,-5.84,,,,,,,,,,,
4767,-175779,190.1,,,,,,,,,,,,,
4768,-175852,,,-5.71,,,,,,,,,,,
4769,-175949,,,-5.4,,,,,,,,,,,
4770,-176044,,,-5.99,,,,,,,,,,,
4771,-176146,,,-5.85,,,,,,,,,,,
4772,-176245,,,-6.32,,,,,,,,,,,
4773,-176349,,,-6.54,,,,,,,,,,,
4774,-176455,,,-6.69,,,,,,,,,,,
4775,-176561,,,-5.93,,,,,,,,,,,
4776,-176663,,,-7.0,,,,,,,,,,,
4777,-176773,,,-6.92,,,,,,,,,,,
4778,-176883,,,-7.05,,,,,,,,,,,
4779,-176994,,,-7.46,,,,,,,,,,,
4780,-177111,,,-8.03,,,,,,,,,,,
4781,-177233,,,-8.68,,,,,,,,,,,
4782,-177358,,,-8.16,,,,,,,,,,,
4783,-177483,,,-8.83,,,,,,,,,,,
4784,-177613,,,-8.58,,,,,,,,,,,
4785,-177745,,,-8.2,,,,,,,,,,,
4786,-177869,,,-7.13,,,,,,,,,,,
4787,-177923,207.7,,,,,,,,,,,,,
4788,-177984,,,-8.95,,,,,,,,,,,
4789,-178113,,,-8.39,,,,,,,,,,,
4790,-178241,,,-7.47,,,,,,,,,,,
4791,-178359,,,-8.26,,,,,,,,,,,
4792,-178485,,,-8.6,,,,,,,,,,,
4793,-178616,,,-8.68,,,,,,,,,,,
4794,-178748,,,-9.02,,,,,,,,,,,
4795,-178880,,,-8.1,,,,,,,,,,,
4796,-179007,,,-8.49,,,,,,,,,,,
4797,-179136,,,-8.29,,,,,,,,,,,
4798,-179265,,,-9.0,,,,,,,,,,,
4799,-179352,213.2,,,,,,,,,,,,,
4800,-179401,,,-8.79,,,,,,,,,,,
4801,-179535,,,-8.32,,,,,,,,,,,
4802,-179653,,,-9.08,,,,,,,,,,,
4803,-179780,,,-9.06,,,,,,,,,,,
4804,-179919,,,-8.55,,,,,,,,,,,
4805,-180051,,,-9.24,,,,,,,,,,,
4806,-180183,,,-8.89,,,,,,,,,,,
4807,-180246,217.7,,,,,,,,,,,,,
4808,-180320,,,-8.02,,,,,,,,,,,
4809,-180458,,,-8.51,,,,,,,,,,,
4810,-180584,,,-8.41,,,,,,,,,,,
4811,-180713,,,-8.84,,,,,,,,,,,
4812,-180849,,,-8.74,,,,,,,,,,,
4813,-180980,,,-8.84,,,,,,,,,,,
4814,-181113,,,-8.77,,,,,,,,,,,
4815,-181246,,,-9.23,,,,,,,,,,,
4816,-181307,198.1,,,,,,,,,,,,,
4817,-181382,,,-8.32,,,,,,,,,,,
4818,-181512,,,-9.26,,,,,,,,,,,
4819,-181648,,,-9.2,,,,,,,,,,,
4820,-181790,,,-8.84,,,,,,,,,,,
4821,-181928,,,-8.31,,,,,,,,,,,
4822,-182060,,,-8.55,,,,,,,,,,,
4823,-182194,,,-8.35,,,,,,,,,,,
4824,-182326,,,-9.04,,,,,,,,,,,
4825,-182421,199.7,,,,,,,,,,,,,
4826,-182466,,,-8.82,,,,,,,,,,,
4827,-182605,,,-8.43,,,,,,,,,,,
4828,-182739,,,-9.15,,,,,,,,,,,
4829,-182882,,,-8.66,,,,,,,,,,,
4830,-183018,,,-8.35,,,,,,,,,,,
4831,-183152,,,-7.87,,,,,,,,,,,
4832,-183279,,,-7.51,,,,,,,,,,,
4833,-183403,,,-8.5,,,,,,,,,,,
4834,-183538,,,-8.41,,,,,,,,,,,
4835,-183672,,,-8.22,,,,,,,,,,,
4836,-183805,,,-8.34,,,,,,,,,,,
4837,-183939,,,-7.89,,,,,,,,,,,
4838,-184068,,,-7.84,,,,,,,,,,,
4839,-184196,,,-7.77,,,,,,,,,,,
4840,-184323,,,-7.65,,,,,,,,,,,
4841,-184449,,,-7.69,,,,,,,,,,,
4842,-184461,203.4,,,,,,,,,,,,,
4843,-184563,,,-7.33,,,,,,,,,,,
4844,-184684,,,-6.47,,,,,,,,,,,
4845,-184798,,,-7.03,,,,,,,,,,,
4846,-184917,,,-6.75,,,,,,,,,,,
4847,-185034,,,-6.63,,,,,,,,,,,
4848,-185150,,,-6.63,,,,,,,,,,,
4849,-185264,,,-5.54,,,,,,,,,,,
4850,-185370,,,-5.62,,,,,,,,,,,
4851,-185476,,,-5.83,,,,,,,,,,,
4852,-185583,,,-5.09,,,,,,,,,,,
4853,-185683,,,-5.02,,,,,,,,,,,
4854,-185783,,,-4.38,,,,,,,,,,,
4855,-185877,,,-3.89,,,,,,,,,,,
4856,-185967,,,-4.32,,,,,,,,,,,
4857,-186060,,,-4.03,,,,,,,,,,,
4858,-186152,,,-5.69,,,,,,,,,,,
4859,-186258,,,-5.69,,,,,,,,,,,
4860,-186365,,,-5.64,,,,,,,,,,,
4861,-186472,,,-5.57,,,,,,,,,,,
4862,-186487,210.7,,,,,,,,,,,,,
4863,-186579,,,-6.58,,,,,,,,,,,
4864,-186695,,,-6.12,,,,,,,,,,,
4865,-186807,,,-6.2,,,,,,,,,,,
4866,-186922,,,-6.62,,,,,,,,,,,
4867,-187040,,,-5.45,,,,,,,,,,,
4868,-187146,,,-6.11,,,,,,,,,,,
4869,-187258,,,-6.11,,,,,,,,,,,
4870,-187371,,,-6.73,,,,,,,,,,,
4871,-187490,,,-6.73,,,,,,,,,,,
4872,-187609,,,-6.27,,,,,,,,,,,
4873,-187724,,,-6.51,,,,,,,,,,,
4874,-187842,,,-6.66,,,,,,,,,,,
4875,-187856,231.3,,,,,,,,,,,,,
4876,-187962,,,-7.43,,,,,,,,,,,
4877,-188090,,,-6.31,,,,,,,,,,,
4878,-188206,,,-6.71,,,,,,,,,,,
4879,-188326,,,-7.02,,,,,,,,,,,
4880,-188451,,,-7.99,,,,,,,,,,,
4881,-188586,,,-8.01,,,,,,,,,,,
4882,-188722,,,-7.08,,,,,,,,,,,
4883,-188850,,,-8.06,,,,,,,,,,,
4884,-188987,,,-6.97,,,,,,,,,,,
4885,-189112,,,-7.18,,,,,,,,,,,
4886,-189239,,,-7.27,,,,,,,,,,,
4887,-189304,231.4,,,,,,,,,,,,,
4888,-189367,,,-6.74,,,,,,,,,,,
4889,-189490,,,-6.91,,,,,,,,,,,
4890,-189614,,,-6.28,,,,,,,,,,,
4891,-189733,,,-6.93,,,,,,,,,,,
4892,-189856,,,-5.48,,,,,,,,,,,
4893,-189967,,,-5.74,,,,,,,,,,,
4894,-190014,220.3,,,,,,,,,,,,,
4895,-190076,,,-4.75,,,,,,,,,,,
4896,-190177,,,-4.94,,,,,,,,,,,
4897,-190281,,,-4.67,,,,,,,,,,,
4898,-190383,,,-4.77,,,,,,,,,,,
4899,-190486,,,-6.51,,,,,,,,,,,
4900,-190606,,,-5.96,,,,,,,,,,,
4901,-190723,,,-6.64,,,,,,,,,,,
4902,-190845,,,-6.17,,,,,,,,,,,
4903,-190963,,,-6.02,,,,,,,,,,,
4904,-191079,,,-5.43,,,,,,,,,,,
4905,-191124,218.0,,,,,,,,,,,,,
4906,-191190,,,-6.58,,,,,,,,,,,
4907,-191314,,,-7.47,,,,,,,,,,,
4908,-191447,,,-6.6,,,,,,,,,,,
4909,-191571,,,-6.75,,,,,,,,,,,
4910,-191696,,,-6.81,,,,,,,,,,,
4911,-191820,,,-6.99,,,,,,,,,,,
4912,-191948,,,-6.22,,,,,,,,,,,
4913,-192070,,,-7.26,,,,,,,,,,,
4914,-192200,,,-5.95,,,,,,,,,,,
4915,-192319,,,-6.79,,,,,,,,,,,
4916,-192445,,,-6.2,,,,,,,,,,,
4917,-192566,,,-6.21,,,,,,,,,,,
4918,-192686,,,-5.98,,,,,,,,,,,
4919,-192804,,,-5.67,,,,,,,,,,,
4920,-192920,,,-6.57,,,,,,,,,,,
4921,-193044,,,-5.34,,,,,,,,,,,
4922,-193156,,,-4.88,,,,,,,,,,,
4923,-193176,226.5,,,,,,,,,,,,,
4924,-193264,,,-5.35,,,,,,,,,,,
4925,-193375,,,-5.06,,,,,,,,,,,
4926,-193484,,,-5.05,,,,,,,,,,,
4927,-193596,,,-5.35,,,,,,,,,,,
4928,-193692,,,-4.47,,,,,,,,,,,
4929,-193793,,,-5.15,,,,,,,,,,,
4930,-193849,220.0,,,,,,,,,,,,,
4931,-193903,,,-4.91,,,,,,,,,,,
4932,-194011,,,-4.93,,,,,,,,,,,
4933,-194118,,,-3.8,,,,,,,,,,,
4934,-194219,,,-4.96,,,,,,,,,,,
4935,-194325,,,-4.56,,,,,,,,,,,
4936,-194428,,,-4.9,,,,,,,,,,,
4937,-194533,,,-4.39,,,,,,,,,,,
4938,-194630,,,-4.81,,,,,,,,,,,
4939,-194737,,,-4.59,,,,,,,,,,,
4940,-194842,,,-4.2,,,,,,,,,,,
4941,-194944,,,-3.96,,,,,,,,,,,
4942,-195044,,,-3.87,,,,,,,,,,,
4943,-195142,,,-3.68,,,,,,,,,,,
4944,-195240,,,-3.2,,,,,,,,,,,
4945,-195333,,,-3.43,,,,,,,,,,,
4946,-195428,,,-3.57,,,,,,,,,,,
4947,-195524,,,-3.57,,,,,,,,,,,
4948,-195619,,,-3.0,,,,,,,,,,,
4949,-195637,226.4,,,,,,,,,,,,,
4950,-195707,,,-2.76,,,,,,,,,,,
4951,-195796,,,-3.1,,,,,,,,,,,
4952,-195888,,,-2.92,,,,,,,,,,,
4953,-195979,,,-2.86,,,,,,,,,,,
4954,-196069,,,-2.67,,,,,,,,,,,
4955,-196158,,,-2.16,,,,,,,,,,,
4956,-196244,,,-2.6,,,,,,,,,,,
4957,-196332,,,-3.61,,,,,,,,,,,
4958,-196377,241.2,,,,,,,,,,,,,
4959,-196427,,,-2.58,,,,,,,,,,,
4960,-196516,,,-2.74,,,,,,,,,,,
4961,-196605,,,-1.71,,,,,,,,,,,
4962,-196687,,,-1.81,,,,,,,,,,,
4963,-196766,,,-2.29,,,,,,,,,,,
4964,-196851,,,-2.86,,,,,,,,,,,
4965,-196941,,,-2.51,,,,,,,,,,,
4966,-196988,242.6,,,,,,,,,,,,,
4967,-197029,,,-2.19,,,,,,,,,,,
4968,-197115,,,-2.25,,,,,,,,,,,
4969,-197201,,,-2.38,,,,,,,,,,,
4970,-197288,,,-2.04,,,,,,,,,,,
4971,-197373,,,-2.46,,,,,,,,,,,
4972,-197461,,,-2.17,,,,,,,,,,,
4973,-197547,,,-2.28,,,,,,,,,,,
4974,-197634,,,-2.64,,,,,,,,,,,
4975,-197723,,,-2.68,,,,,,,,,,,
4976,-197812,,,-1.37,,,,,,,,,,,
4977,-197893,,,-1.73,,,,,,,,,,,
4978,-197976,,,-1.93,,,,,,,,,,,
4979,-198060,,,-2.29,,,,,,,,,,,
4980,-198147,,,-1.65,,,,,,,,,,,
4981,-198230,,,-2.55,,,,,,,,,,,
4982,-198319,,,-2.63,,,,,,,,,,,
4983,-198409,,,-2.43,,,,,,,,,,,
4984,-198498,,,-2.47,,,,,,,,,,,
4985,-198587,,,-2.41,,,,,,,,,,,
4986,-198675,,,-1.73,,,,,,,,,,,
4987,-198759,,,-2.21,,,,,,,,,,,
4988,-198845,,,-2.13,,,,,,,,,,,
4989,-198932,,,-2.26,,,,,,,,,,,
4990,-199019,,,-2.29,,,,,,,,,,,
4991,-199106,,,-1.42,,,,,,,,,,,
4992,-199188,,,-3.17,,,,,,,,,,,
4993,-199284,,,-2.51,,,,,,,,,,,
4994,-199374,,,-2.1,,,,,,,,,,,
4995,-199459,,,-1.78,,,,,,,,,,,
4996,-199543,,,-1.68,,,,,,,,,,,
4997,-199627,,,-2.5,,,,,,,,,,,
4998,-199717,,,-2.94,,,,,,,,,,,
4999,-199802,250.9,,,,,,,,,,,,,
5000,-199810,,,-2.94,,,,,,,,,,,
5001,-199905,,,-3.22,,,,,,,,,,,
5002,-200001,,,-2.92,,,,,,,,,,,
5003,-200095,,,-3.88,,,,,,,,,,,
5004,-200198,,,-3.7,,,,,,,,,,,
5005,-200299,,,-3.69,,,,,,,,,,,
5006,-200400,,,-3.24,,,,,,,,,,,
5007,-200498,,,-3.69,,,,,,,,,,,
5008,-200599,,,-4.33,,,,,,,,,,,
5009,-200707,,,-4.14,,,,,,,,,,,
5010,-200794,239.1,,,,,,,,,,,,,
5011,-200812,,,-3.58,,,,,,,,,,,
5012,-200915,,,-4.67,,,,,,,,,,,
5013,-201025,,,-4.93,,,,,,,,,,,
5014,-201140,,,-4.71,,,,,,,,,,,
5015,-201251,,,-4.22,,,,,,,,,,,
5016,-201360,,,-5.14,,,,,,,,,,,
5017,-201477,,,-4.11,,,,,,,,,,,
5018,-201585,,,-4.74,,,,,,,,,,,
5019,-201698,,,-4.82,,,,,,,,,,,
5020,-201811,,,-4.48,,,,,,,,,,,
5021,-201892,247.6,,,,,,,,,,,,,
5022,-201922,,,-4.21,,,,,,,,,,,
5023,-202030,,,-4.92,,,,,,,,,,,
5024,-202148,,,-4.78,,,,,,,,,,,
5025,-202261,,,-4.09,,,,,,,,,,,
5026,-202369,,,-4.34,,,,,,,,,,,
5027,-202478,,,-4.02,,,,,,,,,,,
5028,-202588,,,-3.34,,,,,,,,,,,
5029,-202688,,,-3.93,,,,,,,,,,,
5030,-202794,,,-4.54,,,,,,,,,,,
5031,-202905,,,-3.97,,,,,,,,,,,
5032,-203011,,,-3.31,,,,,,,,,,,
5033,-203112,,,-3.43,,,,,,,,,,,
5034,-203214,,,-3.35,,,,,,,,,,,
5035,-203253,244.4,,,,,,,,,,,,,
5036,-203315,,,-3.4,,,,,,,,,,,
5037,-203416,,,-3.4,,,,,,,,,,,
5038,-203516,,,-2.67,,,,,,,,,,,
5039,-203612,,,-3.89,,,,,,,,,,,
5040,-203625,231.9,,,,,,,,,,,,,
5041,-203716,,,-3.0,,,,,,,,,,,
5042,-203814,,,-3.02,,,,,,,,,,,
5043,-203912,,,-3.41,,,,,,,,,,,
5044,-203994,232.2,,,,,,,,,,,,,
5045,-204013,,,-3.53,,,,,,,,,,,
5046,-204115,,,-3.29,,,,,,,,,,,
5047,-204216,,,-3.24,,,,,,,,,,,
5048,-204316,,,-3.01,,,,,,,,,,,
5049,-204409,228.6,,,,,,,,,,,,,
5050,-204414,,,-2.6,,,,,,,,,,,
5051,-204509,,,-2.22,,,,,,,,,,,
5052,-204602,,,-3.06,,,,,,,,,,,
5053,-204700,,,-3.23,,,,,,,,,,,
5054,-204799,,,-2.75,,,,,,,,,,,
5055,-204896,,,-3.77,,,,,,,,,,,
5056,-204946,226.3,,,,,,,,,,,,,
5057,-205000,,,-2.98,,,,,,,,,,,
5058,-205098,,,-2.89,,,,,,,,,,,
5059,-205195,,,-2.94,,,,,,,,,,,
5060,-205290,229.4,,,,,,,,,,,,,
5061,-205292,,,-3.08,,,,,,,,,,,
5062,-205391,,,-3.27,,,,,,,,,,,
5063,-205492,,,-2.76,,,,,,,,,,,
5064,-205588,,,-2.98,,,,,,,,,,,
5065,-205672,231.4,,,,,,,,,,,,,
5066,-205685,,,-2.46,,,,,,,,,,,
5067,-205774,,,-2.39,,,,,,,,,,,
5068,-205866,,,-2.29,,,,,,,,,,,
5069,-205959,,,-2.87,,,,,,,,,,,
5070,-206054,,,-2.35,,,,,,,,,,,
5071,-206148,,,-2.41,,,,,,,,,,,
5072,-206158,238.1,,,,,,,,,,,,,
5073,-206241,,,-2.19,,,,,,,,,,,
5074,-206324,237.2,,,,,,,,,,,,,
5075,-206332,,,-2.62,,,,,,,,,,,
5076,-206427,,,-2.61,,,,,,,,,,,
5077,-206521,,,-2.74,,,,,,,,,,,
5078,-206616,,,-1.95,,,,,,,,,,,
5079,-206706,,,-1.69,,,,,,,,,,,
5080,-206793,,,-2.24,,,,,,,,,,,
5081,-206871,230.0,,,,,,,,,,,,,
5082,-206885,,,-2.38,,,,,,,,,,,
5083,-206977,,,-1.64,,,,,,,,,,,
5084,-207064,,,-1.67,,,,,,,,,,,
5085,-207132,240.5,,,,,,,,,,,,,
5086,-207151,,,-2.32,,,,,,,,,,,
5087,-207242,,,-1.8,,,,,,,,,,,
5088,-207331,,,-2.53,,,,,,,,,,,
5089,-207424,,,-2.19,,,,,,,,,,,
5090,-207495,242.2,,,,,,,,,,,,,
5091,-207515,,,-1.4,,,,,,,,,,,
5092,-207601,,,-2.39,,,,,,,,,,,
5093,-207693,,,-1.46,,,,,,,,,,,
5094,-207779,,,-2.24,,,,,,,,,,,
5095,-207868,,,-1.35,,,,,,,,,,,
5096,-207954,,,-1.77,,,,,,,,,,,
5097,-208016,244.6,,,,,,,,,,,,,
5098,-208041,,,-1.49,,,,,,,,,,,
5099,-208126,,,-1.84,,,,,,,,,,,
5100,-208208,,,-0.24,,,,,,,,,,,
5101,-208225,243.9,,,,,,,,,,,,,
5102,-208285,,,-1.39,,,,,,,,,,,
5103,-208369,,,-1.55,,,,,,,,,,,
5104,-208454,,,-1.27,,,,,,,,,,,
5105,-208538,,,-1.29,,,,,,,,,,,
5106,-208622,,,-2.21,,,,,,,,,,,
5107,-208708,,,-1.8,,,,,,,,,,,
5108,-208796,,,-2.43,,,,,,,,,,,
5109,-208882,247.2,,,,,,,,,,,,,
5110,-208889,,,-2.01,,,,,,,,,,,
5111,-208977,,,-1.12,,,,,,,,,,,
5112,-209060,,,-1.11,,,,,,,,,,,
5113,-209108,252.0,,,,,,,,,,,,,
5114,-209143,,,-1.76,,,,,,,,,,,
5115,-209230,,,-2.33,,,,,,,,,,,
5116,-209321,,,-1.07,,,,,,,,,,,
5117,-209404,,,-1.39,,,,,,,,,,,
5118,-209488,,,-2.06,,,,,,,,,,,
5119,-209578,,,-2.05,,,,,,,,,,,
5120,-209627,246.9,,,,,,,,,,,,,
5121,-209667,,,-2.48,,,,,,,,,,,
5122,-209751,,,-2.01,,,,,,,,,,,
5123,-209836,,,-2.34,,,,,,,,,,,
5124,-209928,,,-2.03,,,,,,,,,,,
5125,-210017,,,-1.74,,,,,,,,,,,
5126,-210105,,,-2.01,,,,,,,,,,,
5127,-210128,239.5,,,,,,,,,,,,,
5128,-210194,,,-1.5,,,,,,,,,,,
5129,-210280,,,-2.75,,,,,,,,,,,
5130,-210374,,,-2.14,,,,,,,,,,,
5131,-210466,,,-2.62,,,,,,,,,,,
5132,-210559,,,-2.59,,,,,,,,,,,
5133,-210583,257.4,,,,,,,,,,,,,
5134,-210653,,,-2.27,,,,,,,,,,,
5135,-210742,,,-1.81,,,,,,,,,,,
5136,-210830,,,-1.99,,,,,,,,,,,
5137,-210918,,,-2.0,,,,,,,,,,,
5138,-211008,,,-2.3,,,,,,,,,,,
5139,-211099,,,-1.89,,,,,,,,,,,
5140,-211187,,,-1.58,,,,,,,,,,,
5141,-211273,,,-2.38,,,,,,,,,,,
5142,-211364,,,-1.96,,,,,,,,,,,
5143,-211380,243.4,,,,,,,,,,,,,
5144,-211453,,,-1.93,,,,,,,,,,,
5145,-211542,,,-2.75,,,,,,,,,,,
5146,-211634,,,-2.7,,,,,,,,,,,
5147,-211729,,,-3.02,,,,,,,,,,,
5148,-211826,,,-1.98,,,,,,,,,,,
5149,-211915,,,-1.41,,,,,,,,,,,
5150,-212000,,,-1.76,,,,,,,,,,,
5151,-212087,,,-2.67,,,,,,,,,,,
5152,-212177,,,-2.5,,,,,,,,,,,
5153,-212208,251.2,,,,,,,,,,,,,
5154,-212270,,,-1.86,,,,,,,,,,,
5155,-212359,,,-2.59,,,,,,,,,,,
5156,-212452,,,-2.09,,,,,,,,,,,
5157,-212542,,,-1.81,,,,,,,,,,,
5158,-212630,,,-1.98,,,,,,,,,,,
5159,-212718,,,-1.92,,,,,,,,,,,
5160,-212806,,,-1.83,,,,,,,,,,,
5161,-212893,,,-1.39,,,,,,,,,,,
5162,-212975,,,-2.25,,,,,,,,,,,
5163,-213062,,,-1.0,,,,,,,,,,,
5164,-213130,241.4,,,,,,,,,,,,,
5165,-213144,,,-1.39,,,,,,,,,,,
5166,-213227,,,-1.17,,,,,,,,,,,
5167,-213309,,,-1.77,,,,,,,,,,,
5168,-213392,,,-1.64,,,,,,,,,,,
5169,-213478,,,-1.7,,,,,,,,,,,
5170,-213564,,,-1.46,,,,,,,,,,,
5171,-213649,,,-2.25,,,,,,,,,,,
5172,-213737,,,-2.01,,,,,,,,,,,
5173,-213826,,,-2.51,,,,,,,,,,,
5174,-213916,,,-2.22,,,,,,,,,,,
5175,-213962,240.3,,,,,,,,,,,,,
5176,-214007,,,-2.39,,,,,,,,,,,
5177,-214099,,,-2.5,,,,,,,,,,,
5178,-214192,,,-2.9,,,,,,,,,,,
5179,-214289,,,-3.19,,,,,,,,,,,
5180,-214356,242.6,,,,,,,,,,,,,
5181,-214388,,,-2.82,,,,,,,,,,,
5182,-214484,,,-2.89,,,,,,,,,,,
5183,-214581,,,-2.78,,,,,,,,,,,
5184,-214677,,,-2.95,,,,,,,,,,,
5185,-214775,,,-3.72,,,,,,,,,,,
5186,-214879,,,-3.72,,,,,,,,,,,
5187,-214914,247.5,,,,,,,,,,,,,
5188,-214981,,,-4.04,,,,,,,,,,,
5189,-215089,,,-4.11,,,,,,,,,,,
5190,-215198,,,-4.0,,,,,,,,,,,
5191,-215306,,,-4.45,,,,,,,,,,,
5192,-215418,,,-4.0,,,,,,,,,,,
5193,-215465,251.7,,,,,,,,,,,,,
5194,-215526,,,-3.5,,,,,,,,,,,
5195,-215630,,,-4.87,,,,,,,,,,,
5196,-215744,251.1,,,,,,,,,,,,,
5197,-215746,,,-4.77,,,,,,,,,,,
5198,-215863,,,-4.66,,,,,,,,,,,
5199,-215978,,,-4.23,,,,,,,,,,,
5200,-216089,,,-5.39,,,,,,,,,,,
5201,-216213,,,-5.88,,,,,,,,,,,
5202,-216250,245.3,,,,,,,,,,,,,
5203,-216342,,,-5.0,,,,,,,,,,,
5204,-216462,,,-5.25,,,,,,,,,,,
5205,-216584,,,-5.45,,,,,,,,,,,
5206,-216710,,,-5.16,,,,,,,,,,,
5207,-216832,,,-5.23,,,,,,,,,,,
5208,-216955,,,-4.8,,,,,,,,,,,
5209,-217073,,,-4.96,,,,,,,,,,,
5210,-217117,240.5,,,,,,,,,,,,,
5211,-217191,,,-5.88,,,,,,,,,,,
5212,-217320,,,-5.51,,,,,,,,,,,
5213,-217444,,,-5.08,,,,,,,,,,,
5214,-217566,,,-5.29,,,,,,,,,,,
5215,-217688,,,-6.11,,,,,,,,,,,
5216,-217822,,,-5.98,,,,,,,,,,,
5217,-217955,,,-6.08,,,,,,,,,,,
5218,-218090,,,-5.69,,,,,,,,,,,
5219,-218220,,,-6.34,,,,,,,,,,,
5220,-218357,,,-6.34,,,,,,,,,,,
5221,-218495,,,-6.89,,,,,,,,,,,
5222,-218640,,,-6.52,,,,,,,,,,,
5223,-218780,,,-6.92,,,,,,,,,,,
5224,-218925,,,-6.74,,,,,,,,,,,
5225,-218985,214.1,,,,,,,,,,,,,
5226,-219069,,,-6.96,,,,,,,,,,,
5227,-219216,,,-7.47,,,,,,,,,,,
5228,-219369,,,-7.03,,,,,,,,,,,
5229,-219520,,,-8.77,,,,,,,,,,,
5230,-219689,,,-8.16,,,,,,,,,,,
5231,-219747,216.1,,,,,,,,,,,,,
5232,-219860,,,-7.38,,,,,,,,,,,
5233,-220013,,,-7.01,,,,,,,,,,,
5234,-220164,,,-7.57,,,,,,,,,,,
5235,-220326,,,-8.08,,,,,,,,,,,
5236,-220491,,,-8.2,,,,,,,,,,,
5237,-220589,207.1,,,,,,,,,,,,,
5238,-220660,,,-8.16,,,,,,,,,,,
5239,-220827,,,-8.07,,,,,,,,,,,
5240,-220997,,,-8.72,,,,,,,,,,,
5241,-221169,,,-8.15,,,,,,,,,,,
5242,-221179,208.8,,,,,,,,,,,,,
5243,-221337,,,-8.7,,,,,,,,,,,
5244,-221510,,,-7.99,,,,,,,,,,,
5245,-221678,,,-8.69,,,,,,,,,,,
5246,-221855,,,-8.57,,,,,,,,,,,
5247,-222028,,,-8.65,,,,,,,,,,,
5248,-222205,,,-8.08,,,,,,,,,,,
5249,-222321,205.6,,,,,,,,,,,,,
5250,-222375,,,-8.56,,,,,,,,,,,
5251,-222552,,,-8.07,,,,,,,,,,,
5252,-222720,,,-7.98,,,,,,,,,,,
5253,-222888,,,-8.01,,,,,,,,,,,
5254,-223054,,,-7.46,,,,,,,,,,,
5255,-223216,,,-7.76,,,,,,,,,,,
5256,-223382,,,-7.96,,,,,,,,,,,
5257,-223550,,,-6.52,,,,,,,,,,,
5258,-223700,,,-6.64,,,,,,,,,,,
5259,-223849,,,-6.36,,,,,,,,,,,
5260,-223995,,,-6.02,,,,,,,,,,,
5261,-224136,,,-5.19,,,,,,,,,,,
5262,-224266,,,-4.55,,,,,,,,,,,
5263,-224309,203.3,,,,,,,,,,,,,
5264,-224393,,,-6.13,,,,,,,,,,,
5265,-224539,,,-5.75,,,,,,,,,,,
5266,-224678,,,-6.53,,,,,,,,,,,
5267,-224824,,,-6.24,,,,,,,,,,,
5268,-224899,215.7,,,,,,,,,,,,,
